userid,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
control1,0.950366128468886,0.429198022233322,0.623167746933177,0.159982632379979,0.12241984740831,0.99037928157486,0.981611346593127,0.308369328035042,0.00956973596476018,0.258530571125448,0.0527000690344721,0.648184043820947,0.850046488223597,0.155478446278721,0.60957245901227,0.933765487279743,0.362674592528492,0.288325888570398,0.937905676197261,0.507425793912262,0.8441867667716,0.664138388819993,0.457696927478537,0.727126132696867
control10,0.102935615228489,0.914157988037914,0.712006015703082,0.460070942994207,0.794524495024234,0.532055391464382,0.156545830192044,0.540890222880989,0.723826525965706,0.405141529161483,0.0427857919130474,0.734928783494979,0.775140514131635,0.885344908572733,0.585580635583028,0.650528632104397,0.629952798364684,0.920652285916731,0.413168524159119,0.0605189159978181,0.228561887983233,0.984992720652372,0.772182995919138,0.383184796897694
control11,0.71438063797541,0.707056000363082,0.999686164548621,0.0149138057604432,0.160382580244914,0.432514684041962,0.65618933015503,0.304098064312711,0.0254603018984199,0.423905564937741,0.35035654110834,0.0932577748317271,0.24123288760893,0.922959770308807,0.853590820915997,0.659534554230049,0.728560394141823,0.0740943171549588,0.0324530869256705,0.0343073836993426,0.55346626159735,0.13905580015853,0.673508694162592,0.0299913461785764
control12,0.939016280695796,0.577773510478437,0.524411025224254,0.932464481797069,0.283384532202035,0.238063810626045,0.282984295161441,0.204905573278666,0.455871129175648,0.966286984970793,0.52135637961328,0.893176882294938,0.92097774008289,0.0237298177089542,0.498592767165974,0.897020156495273,0.715206023072824,0.870442858198658,0.420834855875,0.727756556821987,0.470844996860251,0.170695340493694,0.418476840713993,0.596184346126392
control13,0.247772138332948,0.740329921478406,0.883853864390403,0.159543150570244,0.323092154227197,0.954566260334104,0.182807294651866,0.430978920077905,0.725684187375009,0.357777633471414,0.67143892776221,0.251767200184986,0.244441634044051,0.918003408471122,0.787551477085799,0.896780420327559,0.357084186980501,0.574797920649871,0.332194801885635,0.743106798967347,0.636749888304621,0.0439059007912874,0.0817566977348179,0.660392129328102
control14,0.952371393796057,0.995945408940315,0.112982813734561,0.685461161192507,0.873917148215696,0.90123373712413,0.516932203667238,0.486133374739438,0.975648403633386,0.136228140210733,0.134716216940433,0.521428178995848,0.176582522690296,0.233050165232271,0.375326984329149,0.82728996896185,0.763099621515721,0.760515957605094,0.516359622590244,0.272614344023168,0.538059349870309,0.406683610985056,0.412953691324219,0.479017551988363
control15,0.542917479062453,0.0392583867069334,0.102234101155773,0.232215780531988,0.83936917129904,0.140597783494741,0.89376661204733,0.356759733054787,0.0492150466889143,0.568745011463761,0.206244340632111,0.294452480971813,0.900248978054151,0.782144863391295,0.35083321086131,0.639058683766052,0.964163503143936,0.0357240184675902,0.984760414576158,0.153761686757207,0.726934715174139,0.547744397306815,0.107232042588294,0.983093476155773
control16,0.704611089779064,0.0302040518727154,0.218778677517548,0.0889891334809363,0.587618932826445,0.586502971593291,0.360816227504984,0.646946959197521,0.590681134955958,0.429774808697402,0.77735991217196,0.289279931923375,0.398686046246439,0.589613784337416,0.54842990078032,0.216124006779864,0.220005363225937,0.466538958484307,0.671749699162319,0.794125521089882,0.684712245129049,0.598770123673603,0.283834195928648,0.339064792264253
control17,0.961352672893554,0.12676919484511,0.0586105082184076,0.679092613281682,0.578245999058709,0.153956373455003,0.87579858652316,0.228328480850905,0.0518520534969866,0.186683549545705,0.619707875186577,0.0552052489947528,0.403064645826817,0.223234894685447,0.77245553676039,0.34150604903698,0.346300608711317,0.903453995939344,0.283502554520965,0.184244746807963,0.783615112770349,0.269772484665737,0.447089668596163,0.761242788750678
control18,0.545350584900007,0.845648178597912,0.764409970724955,0.88865187135525,0.111899801529944,0.59949799766764,0.475806694477797,0.216397297102958,0.861110709374771,0.756631441880018,0.161337154218927,0.424953649984673,0.263598808087409,0.913437533657998,0.0315325343981385,0.195144739467651,0.511986473575234,0.12858474184759,0.718770659761503,0.125699075637385,0.388601658865809,0.28461301070638,0.253919660812244,0.317058711778373
control19,0.697731489082798,0.692199264420196,0.286156779853627,0.684270800091326,0.891209145542234,0.406389468815178,0.50808409252204,0.67626192024909,0.509955585002899,0.816732750507072,0.0684493537992239,0.811848024837673,0.575834740418941,0.7841619735118,0.227020088583231,0.385058376705274,0.914519672514871,0.957689159782603,0.0906012852210552,0.0700019916985184,0.416286033345386,0.240103868767619,0.0400421423837543,0.779024244518951
control2,0.726817585062236,0.675704500172287,0.603659082669765,0.365921980468556,0.206521013285965,0.603000160306692,0.710054926807061,0.899721025954932,0.290122976992279,0.727958877570927,0.380846194690093,0.791406210977584,0.433182673063129,0.587396641494706,0.604293561307713,0.387728000059724,0.862753097200766,0.0747162650804967,0.0899237426929176,0.0970256018918008,0.36777435336262,0.412259916076437,0.642082621809095,0.480394115904346
control20,0.37299830163829,0.910729588707909,0.793615756789222,0.878327683312818,0.0641525697428733,0.44562416896224,0.148078913101926,0.685911505483091,0.106509519508108,0.85009360476397,0.251021782401949,0.719775506062433,0.00581575324758887,0.256829224061221,0.741532666608691,0.981664292747155,0.0674721968825907,0.328715967480093,0.296600474743173,0.850907268933952,0.946017688373104,0.266574266832322,0.936537814559415,0.153721261303872
control21,0.232854659901932,0.9130887046922,0.740703094983473,0.661243732552975,0.765855864156038,0.273208629339933,0.186920722946525,0.410411331336945,0.260733966715634,0.655236734077334,0.224744424689561,0.549173945561051,0.331772832665592,0.331647596322,0.237720800796524,0.986545367399231,0.324609272181988,0.624730905983597,0.29540770733729,0.297927816398442,0.59802412474528,0.704908019397408,0.660389586817473,0.322914677672088
control22,0.849770947592333,0.413099839584902,0.894455658039078,0.527597889769822,0.276726297335699,0.34323791321367,0.89214251213707,0.927470283582807,0.329051354667172,0.923330823192373,0.0779265412129462,0.251298409188166,0.971091190353036,0.197359978454188,0.669909704709426,0.724299087421969,0.226026577875018,0.161294091260061,0.797160821035504,0.053272076882422,0.858139862306416,0.202854374656454,0.0282949113752693,0.277396687772125
control23,0.545350584900007,0.845648178597912,0.764409970724955,0.88865187135525,0.111899801529944,0.59949799766764,0.475806694477797,0.216397297102958,0.861110709374771,0.756631441880018,0.161337154218927,0.424953649984673,0.263598808087409,0.913437533657998,0.0315325343981385,0.195144739467651,0.511986473575234,0.12858474184759,0.718770659761503,0.125699075637385,0.388601658865809,0.28461301070638,0.253919660812244,0.317058711778373
control24,0.638261121232063,0.809575570747256,0.371852087555453,0.882152928505093,0.836399864638224,0.718599734595045,0.409637102624401,0.430921005550772,0.189291184069589,0.171652929857373,0.238983681192622,0.00672823935747147,0.719290253007784,0.0641415182035416,0.239667293382809,0.259916757233441,0.673849624115974,0.513227901887149,0.721028340980411,0.119283008854836,0.382393473759294,0.495715477969497,0.328019412467256,0.946117968531325
control25,0.85093326610513,0.707284790463746,0.754765203688294,0.801907587563619,0.00776846101507545,0.75261542503722,0.363646066980436,0.876915881875902,0.380146294599399,0.896348902257159,0.359072465915233,0.946803116239607,0.0689661095384508,0.876819362398237,0.0297219688072801,0.230472036637366,0.44994933065027,0.835007867077366,0.700670562684536,0.631429354194552,0.0575971635989845,0.686248450540006,0.227873526746407,0.968111984198913
control26,0.37299830163829,0.910729588707909,0.793615756789222,0.878327683312818,0.0641525697428733,0.44562416896224,0.148078913101926,0.685911505483091,0.106509519508108,0.85009360476397,0.251021782401949,0.719775506062433,0.00581575324758887,0.256829224061221,0.741532666608691,0.981664292747155,0.0674721968825907,0.328715967480093,0.296600474743173,0.850907268933952,0.946017688373104,0.266574266832322,0.936537814559415,0.153721261303872
control27,0.391193605028093,0.463048467412591,0.264083332382143,0.0328012253157794,0.896842213580385,0.039926836034283,0.0138046247884631,0.105019576381892,0.349351402372122,0.150272681610659,0.921612660866231,0.0416338352952152,0.420508129522204,0.271018204977736,0.626290160231292,0.271108958404511,0.259040315868333,0.684604957001284,0.120670484844595,0.419981996994466,0.561422103783116,0.872680677566677,0.554769239854068,0.251534321112558
control28,0.459977332036942,0.550687494454905,0.631043655099347,0.269873354583979,0.657197704305872,0.0424232021905482,0.101585449650884,0.910552239511162,0.988477933453396,0.369111714418977,0.0118338398169726,0.296768442261964,0.205123422667384,0.737688009627163,0.110087599605322,0.514414835022762,0.844781749881804,0.430241662310436,0.22963693831116,0.0474702408537269,0.501732679083943,0.788561763009056,0.375349568901584,0.318014887627214
control29,0.503633347572759,0.518754916498438,0.818964113481343,0.817966687958688,0.367063005454838,0.319961258908734,0.672801992157474,0.511001473292708,0.924870122922584,0.432714120717719,0.717981493799016,0.284863226814196,0.386443056399003,0.580007258802652,0.767318794038147,0.515181175433099,0.975764502538368,0.0389063183683902,0.454749296419322,0.0587032220792025,0.402467626379803,0.297623769612983,0.485230935970321,0.0546432759147137
control3,0.0907971928827465,0.9439837182872,0.143981990637258,0.181893529836088,0.0318753847386688,0.338249688735232,0.988288995111361,0.46652668947354,0.805274651385844,0.297274820040911,0.624166921479627,0.998518041567877,0.016067600576207,0.0213905130513012,0.644133478635922,0.942431397968903,0.829334781737998,0.153111367486417,0.177919097943231,0.0347108824644238,0.881854465696961,0.264506894163787,0.554263356141746,0.448404849041253
control30,0.665354279335588,0.169561631977558,0.169731001835316,0.974005590658635,0.922001427970827,0.00561874313279986,0.713859016541392,0.258362202439457,0.0314573252107948,0.642640784149989,0.0408105552196503,0.887593000428751,0.241071322001517,0.671884232899174,0.239883634028956,0.617352365283296,0.457480886951089,0.707768981112167,0.238589187851176,0.450686622178182,0.813730572815984,0.249705908354372,0.917400518199429,0.252822306239977
control31,0.511416519992054,0.317213952541351,0.672820298699662,0.268721786094829,0.805753302294761,0.445801589637995,0.795623847283423,0.0187273835763335,0.730224220314994,0.127045296132565,0.98664092249237,0.431827490217984,0.534849991323426,0.665452588582411,0.879494334571064,0.335737599991262,0.260427304310724,0.441878436133265,0.113763259956613,0.86372807668522,0.119539679726586,0.419896399369463,0.447715076385066,0.518884632037953
control32,0.433504313929006,0.0253079975955188,0.916074095759541,0.012721856823191,0.980795281706378,0.553595653735101,0.00854102638550103,0.44169978867285,0.170183356851339,0.548638071166351,0.70450293761678,0.949333278462291,0.304136839695275,0.365687143756077,0.308461801847443,0.68458357010968,0.401943895965815,0.816025922540575,0.982116978615522,0.744995919056237,0.474309067474678,0.0489927800372243,0.30119539052248,0.391319044865668
control4,0.231806939933449,0.696510550798848,0.853160551982,0.10633948398754,0.0636820693034679,0.203456033952534,0.205178395844996,0.864957860438153,0.991832112893462,0.600182576104999,0.625426951330155,0.791677764384076,0.551326534012333,0.227808876661584,0.109143421985209,0.3412583200261,0.809980556601658,0.103587730554864,0.741916619241238,0.501506328815594,0.453638560138643,0.893925076816231,0.290520710172132,0.876137605402619
control5,0.370984361506999,0.109018638031557,0.200183546170592,0.728938547428697,0.392204608768225,0.776057543233037,0.293437473708764,0.251211302587762,0.853205468505621,0.51843732688576,0.656911527970806,0.488406734773889,0.963812746340409,0.825441734865308,0.840633770916611,0.603222051868215,0.956394525012001,0.420342860277742,0.471671896055341,0.829225099878386,0.205954166827723,0.0618642545305192,0.796783337602392,0.844898076960817
control6,0.961352672893554,0.12676919484511,0.0586105082184076,0.679092613281682,0.578245999058709,0.153956373455003,0.87579858652316,0.228328480850905,0.0518520534969866,0.186683549545705,0.619707875186577,0.0552052489947528,0.403064645826817,0.223234894685447,0.77245553676039,0.34150604903698,0.346300608711317,0.903453995939344,0.283502554520965,0.184244746807963,0.783615112770349,0.269772484665737,0.447089668596163,0.761242788750678
