userid,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
control1,0.950366128468886,0.429198022233322,0.623167746933177,0.159982632379979,0.12241984740831,0.99037928157486,0.981611346593127,0.308369328035042,0.00956973596476018,0.258530571125448,0.0527000690344721,0.648184043820947,0.850046488223597,0.155478446278721,0.60957245901227,0.933765487279743,0.362674592528492,0.288325888570398,0.937905676197261,0.507425793912262,0.8441867667716,0.664138388819993,0.457696927478537,0.727126132696867
control10,0.703865520423278,0.212594581069425,0.875939858611673,0.823454527882859,0.45436347858049,0.860114861978218,0.033817523624748,0.364698604680598,0.505755239631981,0.897666646866128,0.0479071547742933,0.67787915864028,0.346661422867328,0.882571020396426,0.634670244995505,0.613338325172663,0.794393589021638,0.730899203103036,0.689066983060911,0.930269984528422,0.61984728788957,0.0428007936570793,0.461437243502587,0.959302655421197
control11,0.20674022170715,0.39993917173706,0.659436836605892,0.63284012186341,0.765389963751659,0.538998541655019,0.139747538836673,0.964259226340801,0.308952185790986,0.474792274646461,0.67207443760708,0.0339799060020596,0.21809313702397,0.518297130707651,0.090206008637324,0.839436108013615,0.508951352676377,0.333389334147796,0.065854168497026,0.00971825001761317,0.0256606570910662,0.33120214799419,0.495015585795045,0.229304868495092
control12,0.854938198346645,0.325684957671911,0.450424772454426,0.541489401133731,0.0401355975773185,0.417522422270849,0.910856258589774,0.973424386465922,0.198624658863991,0.145828252891079,0.961653236066923,0.549010981339961,0.669386659516022,0.912140331463888,0.577364635886624,0.643825939157978,0.931314597604796,0.290961506776512,0.0688996000681072,0.979503082344308,0.779505080543458,0.415164704201743,0.997882538009435,0.460534501355141
control13,0.166772562777624,0.188321919413283,0.804454711731523,0.113354064058512,0.918559337034822,0.825177203863859,0.0644866395741701,0.913096824428067,0.973494887119159,0.390632361639291,0.937769562005997,0.591540889348835,0.0387524764519185,0.500145232770592,0.974020889261737,0.759894245071337,0.352656176779419,0.956064991420135,0.656254783272743,0.127312766155228,0.920683563454077,0.127126497682184,0.614850223530084,0.330508269369602
control14,0.287295219488442,0.697977622272447,0.111948518780991,0.976537978975102,0.0756919102277607,0.202255823882297,0.822040650062263,0.973054829519242,0.0640039851423353,0.259192632278427,0.810118183726445,0.96311292797327,0.0465099047869444,0.0837563963141292,0.476059847511351,0.0755703779868782,0.751582043478265,0.339132812339813,0.656611914979294,0.746460921596736,0.536427507875487,0.33412970113568,0.478090085322037,0.638907277956605
control15,0.558836111798882,0.216286341194063,0.449168277671561,0.428819012129679,0.938415859360248,0.754015742102638,0.556010104482993,0.597419610712677,0.0621489915065467,0.995689001400024,0.78334746719338,0.936559796798974,0.15642486512661,0.752402093727142,0.848529304377735,0.596531010931358,0.943822836037725,0.704391622915864,0.810706206830218,0.964956030249596,0.782480388646945,0.364441231125966,0.472416423493996,0.498652326874435
control16,0.840327560668811,0.137007122626528,0.521742468699813,0.0914813282433897,0.0775491283275187,0.0221278099343181,0.283409231109545,0.505598167190328,0.815698742866516,0.750713665736839,0.291469373041764,0.831810361007228,0.0378166751470417,0.735687039326876,0.305389629676938,0.279689617455006,0.283808004809543,0.990325539605692,0.572667199419811,0.722567768767476,0.989647166570649,0.661839396227151,0.949280773056671,0.213532619178295
control17,0.234144267393276,0.352620892692357,0.880541660822928,0.206194317899644,0.952430320670828,0.336925349431112,0.525788530474529,0.660026019671932,0.0121273277327418,0.0856294501572847,0.9976629933808,0.93686972046271,0.0532777064945549,0.636589668923989,0.771733797853813,0.314647782593966,0.584769453620538,0.52641314920038,0.0920942772645503,0.737259201239794,0.0665198029018939,0.310851817484945,0.576628685230389,0.827075490728021
control18,0.735442561097443,0.705113088944927,0.0185442757792771,0.400794491171837,0.831497238250449,0.8233149102889,0.334317009663209,0.611229171277955,0.924632631707937,0.350355830509216,0.502185503020883,0.362046847119927,0.71996154775843,0.214006669120863,0.374674420105293,0.992217866471037,0.273258430883288,0.47440501046367,0.828758558258414,0.50485999812372,0.0970897222869098,0.624123256886378,0.356329227332026,0.355507464148104
control19,0.76402609795332,0.495552014093846,0.356755537679419,0.574347445508465,0.288446553051472,0.256684408290312,0.0818518945015967,0.308127152733505,0.29411508073099,0.413732159882784,0.333598144818097,0.895985905313864,0.374920210335404,0.48602322419174,0.381008288124576,0.467929620295763,0.47505937423557,0.232332608429715,0.866895101731643,0.408988590817899,0.735827929107472,0.643828623229638,0.3486734314356,0.25780423800461
control2,0.33180426992476,0.0725312447175384,0.47219759481959,0.386222360655665,0.552793078357354,0.984328209422529,0.705925453221425,0.807575752725825,0.920822903513908,0.466844120062888,0.391853869194165,0.805065503111109,0.151939298957586,0.837302874773741,0.449857756728306,0.559417259413749,0.216499066213146,0.969232229981571,0.0526116790715605,0.908486065920442,0.0831518685445189,0.905976037727669,0.735661888727918,0.35081160091795
control20,0.974374282173812,0.526243400061503,0.335871223127469,0.515516377519816,0.2898317319341,0.430545191746205,0.126313389278948,0.951179493917152,0.407673855544999,0.943913968047127,0.189648262923583,0.415818503824994,0.686160068493336,0.321465828921646,0.000163389602676034,0.326408889144659,0.645315957022831,0.285566613078117,0.3365102566313,0.185674453387037,0.883883175440133,0.194823401980102,0.679209424415603,0.805195778608322
control21,0.447846312541515,0.620506587205455,0.867816815152764,0.993580939946696,0.612034025369212,0.506765819620341,0.449967302149162,0.749744826229289,0.867672995664179,0.825294447364286,0.535819563316181,0.979355765506625,0.481523704482242,0.896804647520185,0.394146525068209,0.355909492587671,0.544310584431514,0.72638211492449,0.912568784086034,0.117375396890566,0.515016386285424,0.892931384267285,0.561233662534505,0.945702312747017
control22,0.00561208743602037,0.0018233866430819,0.10040639876388,0.937578030629084,0.719495789380744,0.248432965017855,0.299387051956728,0.0242238119244576,0.0281123474705964,0.0840259240940213,0.825421537505463,0.0937035959213972,0.938932016724721,0.440541580552235,0.53084773872979,0.0057725515216589,0.660362814785913,0.35282943979837,0.0975549246650189,0.416792170377448,0.247340326663107,0.641768173314631,0.50183729105629,0.630349272396415
control23,0.923354123719037,0.47644736780785,0.193699058843777,0.448817717377096,0.324585232883692,0.385217475239187,0.881778499111533,0.582163643091917,0.378348097437993,0.238774810684845,0.793931171298027,0.0875199683941901,0.725713071180508,0.448680895846337,0.436305843060836,0.134122360497713,0.460082204546779,0.0171564801130444,0.858806265983731,0.216815400402993,0.824860274558887,0.633997198194265,0.0925072822719812,0.453125431202352
control24,0.735442561097443,0.705113088944927,0.0185442757792771,0.400794491171837,0.831497238250449,0.8233149102889,0.334317009663209,0.611229171277955,0.924632631707937,0.350355830509216,0.502185503020883,0.362046847119927,0.71996154775843,0.214006669120863,0.374674420105293,0.992217866471037,0.273258430883288,0.47440501046367,0.828758558258414,0.50485999812372,0.0970897222869098,0.624123256886378,0.356329227332026,0.355507464148104
