userid,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
control1,0.299758611823088,0.0277050982884497,0.0282494818414659,0.119206224836201,0.0301785547675673,0.00590011771738932,0.0227628294378519,0.0129460446241308,0.085362586942438,0.10994044371808,0.145610075406421,0.16857640506436,0.272861123450963,0.104802311766905,0.28096556402412,0.721523825603441,0.587088417935498,0.509831541071723,0.188578530157894,0.664071697500041,0.160403279354796,0.155902027550149,0.12388730966166,0.265906358613588
control10,0.0335378795862198,0.480597212910652,0.0286195129156113,0.389330163598061,0.00401368737220764,0.350673168897629,0.944251850247383,0.224446088075638,0.790327429771423,0.175444647669792,0.650935441255569,0.658079087734222,0.659442722797394,0.437651753425598,0.297045558691025,0.227903917431831,0.0211154967546463,0.133491456508636,0.0352869182825089,0.170995950698853,0.322022020816803,0.0362933427095413,0.229049429297447,0.00469444692134857
control11,0.221228703856468,0.0472292453050613,0.0278780311346054,0.137447699904442,0.237881943583488,0.427910178899765,0.445067718625069,0.202132597565651,0.281027749180794,0.0930496901273727,0.172025203704834,0.189668208360672,0.148831263184547,0.207357749342918,0.122684255242348,0.190922111272812,0.345093816518784,0.30642557144165,0.00723958015441895,0.0587034821510315,0.298094153404236,0.435982882976532,0.914039984345436,0.0705815255641937
control12,0.169890508055687,0.0437172055244446,0.518181443214417,0.735706672072411,0.438864320516586,0.322646751999855,0.379844203591347,0.127045676112175,0.292672574520111,0.56878250837326,0.641606047749519,0.120800837874413,0.351818025112152,0.290009900927544,0.110242947936058,0.0511679947376251,0.192259758710861,0.150644510984421,0.266882121562958,0.162324458360672,0.149903953075409,0.0988787263631821,0.0498169511556625,0.00801336765289307
control13,0.0349377244710922,0.210206881165504,0.0297551602125168,0.0939714014530182,0.0642534494400024,0.129041999578476,0.668876111507416,0.351547181606293,0.268243700265884,0.147060424089432,0.386456161737442,0.146767795085907,0.331422567367554,0.354682445526123,0.209450617432594,0.366984277963638,0.122389748692513,0.236758932471275,0.318254053592682,0.23013773560524,0.0884362757205963,0.037607803940773,0.0393400937318802,0.0800420641899109
control14,0.31726336479187,0.19550409913063,0.0335230380296707,0.760267525911331,0.115118071436882,0.0677117556333542,0.863256484270096,0.602521106600761,0.790528073906898,0.641303017735481,0.982545405626297,0.302141889929771,0.771961212158203,0.932139337062836,0.170224145054817,0.511147871613503,0.163886174559593,0.412572026252747,0.356148675084114,0.65333791077137,0.0986086577177048,0.199471920728683,0.118483737111092,0.0586302727460861
control15,0.0308935642242432,0.0179041773080826,0.0290777385234833,0.0911991596221924,0.0702079087495804,0.0108756870031357,0.461694940924644,0.411737158894539,0.36527892947197,0.0504716783761978,0.224482625722885,0.207303211092949,0.458422675728798,0.318415075540543,0.181373089551926,0.657299175858498,0.408683985471725,0.0482499450445175,0.174288555979729,0.243149444460869,0.268688872456551,0.213930785655975,0.223649173974991,0.147212326526642
control16,0.030779093503952,0.0149660110473633,0.0283695608377457,0.090816393494606,0.0748812854290009,0.0976034998893738,0.406659036874771,0.289335831999779,0.21572071313858,0.0866484791040421,0.255264163017273,0.233273550868034,0.191811352968216,0.285700723528862,0.230227306485176,0.3664620667696,0.305064097046852,0.423880562186241,0.110507220029831,0.211697220802307,0.161459937691689,0.129107028245926,0.275412380695343,0.0755685418844223
control17,0.0306709408760071,0.0752270817756653,0.600534021854401,0.116390973329544,0.106560572981834,0.0710385292768478,0.34247225522995,0.204286128282547,0.277083486318588,0.0299490541219711,0.427605107426643,0.28377890586853,0.56938610970974,0.486809208989143,0.0543510913848877,0.502365112304688,0.22536027431488,0.521895289421082,0.234853982925415,0.232522085309029,0.202968627214432,0.104212835431099,0.00769981741905212,0.0206665843725204
control18,0.420738607645035,0.489841118454933,0.564648151397705,0.419819578528404,0.349416732788086,0.120693415403366,0.041089192032814,0.114562004804611,0.340255841612816,0.473859965801239,0.792226031422615,0.465188786387444,0.313068181276321,0.344989746809006,0.517773360013962,0.695139601826668,0.197307795286179,0.315035417675972,0.166396349668503,0.223665818572044,0.230046361684799,0.10435263812542,0.118483737111092,0.351359039545059
